ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,BaseAnnotation,BaseAnnotator,BaseComment,Coverage,OneToThirty,BaseInSource
barlowpacific-ndug1245-2,Dauwa,ndug1245,Nduga,ndx,Papunesia,-4.34043,138.411,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.08024691358024691,0.4482758620689655,
barlowpacific-ndug1245-1,Dauwa,ndug1245,Nduga,ndx,Papunesia,-4.34043,138.411,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.06790123456790123,0.3793103448275862,
barlowpacific-ndug1245-3,Ndani-groep Pesechem,ndug1245,Nduga,ndx,Papunesia,-4.34043,138.411,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.018518518518518517,0.10344827586206896,
numerals-ndum1239-1,"Ndumu, Gabon",ndum1239,Ndumu,nmd,Africa,-1.67033,13.7279,Atlantic-Congo,decimal,Enock Appiah Tieku,Ndumu has a decimal system similar to that of Kaningi.,0.22839506172839505,1.0,
numerals-ndut1239-1,"Ndut, Senegal",ndut1239,Ndut,ndv,Africa,14.925,-16.9811,Atlantic-Congo,quinary,Enock Appiah Tieku,"Ndut has a quinary-decimal system. There are two sets of vowels which define [+ ATR set ] (advanced tongue root) and [- ATR set ] classes, and there is a ATR-base vowel harmony.",0.24074074074074073,1.0,
googleuninum-nap,"Neapolitan, Napoletano-Calabrese",neap1235,Continental Southern Italian,nap,Eurasia,39.2288,16.4225,Indo-European,,,,0.6790123456790124,1.0,
numerals-neap1235-1,"Neapolitan, Italy",neap1235,Continental Southern Italian,nap,Eurasia,39.2288,16.4225,Indo-European,,Eugene Chan,"Neapolitan number one ""unə"" is used in isolation in counting, unu used followed by a masculine noun, una by a feminine noun.",0.24691358024691357,1.0,
barlowpacific-nede1245-1,Nedebang,nede1245,Nedebang,nec,Papunesia,-8.28776,124.192,Timor-Alor-Pantar,quinary,Russell Barlow,,0.08641975308641975,0.41379310344827586,
barlowpacific-nege1240-1,Ulu Muar Malay,nege1240,Negeri Sembilan Malay,zmi,Eurasia,2.66503,102.291,Austronesian,decimal,Russell Barlow,,0.09259259259259259,0.3448275862068966,
numerals-negi1245-1,"Negidal, Russia",negi1245,Negidal,neg,Eurasia,52.96584,139.20575,Tungusic,,Eugene Chan,Negidal numeral system is similar to Evenki numeral system.,0.24691358024691357,1.0,
numerals-neha1247-1,"Nehan, Papua New Guinea",neha1247,Nehan,nsn,Papunesia,-4.56875,154.2,Austronesian,decimal,Russell Barlow,Nehan has a decimal system.,0.24691358024691357,1.0,
barlowpacific-neha1247-1,Nehan,neha1247,Nehan,nsn,Papunesia,-4.56875,154.2,Austronesian,decimal,Russell Barlow,,0.1111111111111111,0.4482758620689655,
barlowpacific-nekg1240-1,Nekgini,nekg1240,Nekgini,nkg,Papunesia,-5.64364,146.253,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-nekg1240-2,Nekgini (Sorang village),nekg1240,Nekgini,nkg,Papunesia,-5.64364,146.253,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-nekg1240-3,Nekgini (Asang village),nekg1240,Nekgini,nkg,Papunesia,-5.64364,146.253,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-nekg1240-4,Nekgini (Reite village),nekg1240,Nekgini,nkg,Papunesia,-5.64364,146.253,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-nekg1240-5,Nekgini (Serieng village),nekg1240,Nekgini,nkg,Papunesia,-5.64364,146.253,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
numerals-nekk1240-1,"Nek, Papua New Guinea",nekk1240,Nek,nif,Papunesia,-6.37697,146.841,Nuclear Trans New Guinea,binary,Russell Barlow,"The traditional Nek system has a basic numeral set (1, 2); 3 and 4 have the constructions '2 and 1' and '2 and 2' respectively. The numerals 5 and 10 both contain a 'hand' morpheme 'kɨt'. There is a word for 15 recorded by Geoff Smith in 1984 contain a 'leg' morpheme 'kesit' and means 'hands side hand side and leg side'. The system thus appears to be a digit-tally one with a (2, 5) cyclic pattern. However, now the Nek people rarely use vernacular numerals beyond three, since Pidgin numerals are shorter and easier to use. Also, beyond three, there is a fair bit of variation in the forms used.",0.09259259259259259,0.5172413793103449,
barlowpacific-nekk1240-1,Nek,nekk1240,Nek,nif,Papunesia,-6.37697,146.841,Nuclear Trans New Guinea,binary,Russell Barlow,,0.05555555555555555,0.3103448275862069,
barlowpacific-neko1240-1,Neko,neko1240,Neko,nej,Papunesia,-5.60034,146.306,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.043209876543209874,0.2413793103448276,
barlowpacific-neko1240-2,Neko (Damoing village),neko1240,Neko,nej,Papunesia,-5.60034,146.306,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-neko1240-3,Neko (Warai village),neko1240,Neko,nej,Papunesia,-5.60034,146.306,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
numerals-neku1237-1,"Neku, New Caledonia",neku1237,Neku,nek,Papunesia,-21.6524,165.578,Austronesian,quinary,Russell Barlow,"Neku has a quinary / vigesimal system. The traditional numbers after ten have been replaced by French numbers now. The additional data from 15 up were provided by Neku native speaker, Mr. Aj Raymond in 2006.",0.1728395061728395,0.6896551724137931,
barlowpacific-neme1244-2,Neme (Keru village),neme1244,Neme,nex,Papunesia,-8.44877,141.849,Yam,binary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
numerals-neme1244-1,"Neme, Papua New Guinea",neme1244,Neme,nex,Papunesia,-8.44877,141.849,Yam,binary,Russell Barlow,"Neme has a base-six counting system, with special terms for 12, 18, 24, 30, 36 and so on.4 native Neme speakers attended a course here at Ukarumpa recently, and they worked with their mentor, Olga, to write down their numbers.Olga asked them for these numbers, and they only had six. It's a base-six system, with special words for 2x6 and 6x6 and so on, but she didn't elicit them.",0.037037037037037035,0.20689655172413793,
barlowpacific-neme1244-1,Karigari,neme1244,Neme,nex,Papunesia,-8.44877,141.849,Yam,binary,Russell Barlow,,0.030864197530864196,0.1724137931034483,
numerals-nemi1240-1,"Nemi, New Caledonia",nemi1240,Nemi,nem,Papunesia,-20.6791,164.797,Austronesian,quinary,Russell Barlow,"Nemi has a traditional quinary / vigesimal counting system based on 'hands' and 'persons'. Nowadays, the Nemi people might used French numbers after five. Updated new data needed.",0.1728395061728395,0.6896551724137931,
barlowpacific-nend1239-1,Nend,nend1239,Nend,anh,Papunesia,-5.04271,144.886,Nuclear Trans New Guinea,binary,Russell Barlow,,0.024691358024691357,0.13793103448275862,
barlowpacific-nend1239-2,Angaua,nend1239,Nend,anh,Papunesia,-5.04271,144.886,Nuclear Trans New Guinea,binary,Russell Barlow,,0.012345679012345678,0.06896551724137931,
numerals-nene1249-1,"Tundra Nenets, Russia",nene1249,Tundra Nenets,yrk,Eurasia,66.1775,71.0234,Uralic,decimal,Eugene Chan,Tundra Nenets numeral system is decimal.,0.24691358024691357,1.0,
numerals-nene1249-2,"Tundra Nenets, Russia",nene1249,Tundra Nenets,yrk,Eurasia,66.1775,71.0234,Uralic,decimal,Eugene Chan,Tundra Nenets numeral system is decimal. Data based on Bolˈshaya Zemlya dialect.,0.24691358024691357,1.0,
numerals-neng1238-1,"Nengone, New Caledonia",neng1238,Nengone,nen,Papunesia,-21.5305,167.964,Austronesian,quinary,Russell Barlow,"Nengone has a traditional quinary-vigesimal counting system with hands and persons. However, they only use traditional numerals 1 to 3 only now, other higher numbers they often use borrowed numerals from English. Note the word 'se-doŋ', 'se' means other, and 'doŋ' means 'abundant'.",0.24691358024691357,1.0,
barlowpacific-neng1238-1,"Britannia Island, Nengone",neng1238,Nengone,nen,Papunesia,-21.5305,167.964,Austronesian,quinary,Russell Barlow,,0.10493827160493827,0.41379310344827586,
numerals-nenn1238-1,"Nenzi (Nen), Papua, Indonesia",nenn1238,Nen,nqn,Papunesia,-8.62183,142.032,Yam,binary,Russell Barlow,"Nenzi or Nen has a senary numeral system whose numbers above five have a power of six, with a ranging from 1 to 5 (traditionally to 6. In other words, numerals are formed by concatenating multiples of power-of-six bases, in descending order, then following this with a final addend between one and five if necessary. From the above table, the basic elements of the system areː (i) numerals from one to five, namely ambás, sombés, nambis, sombés a sombés, and widmátandás ('four' is literally 'two and two', and five means 'back of side of hand '') (ii) a set of monomorphemic numerals for ascending powers of sixː pus 6 6¹, prta 36 6², taromba 216 6³; damno 1,296 6⁴; wèrèmaka 7,776 6⁵ One older Nen speaker, Aramang, mentioned a further term wèrèmaka tenz which he thought might be a higher member of the series, but I was not able to determine its value precisely.",0.16049382716049382,0.5862068965517241,
barlowpacific-nenn1238-1,Nen (Bimadbn village),nenn1238,Nen,nqn,Papunesia,-8.62183,142.032,Yam,binary,Russell Barlow,,0.07407407407407407,0.41379310344827586,
numerals-nepa1253-1,"Uraun (Nepal Khurux), Nepal",nepa1253,Nepali Kurux,kxl,Eurasia,26.72057,86.00255,Dravidian,decimal,Mamta Kumari,"Uraun or Nepal Kurukh has used Nepali numeral system now. Prof. Madhav Pokharel reported (2013) checked Ferd Hahn's Kurukh grammar (1985, p. 85) and found that in Kurux the numerals inflect for gender (M, F, N). They have retained only 4 numerals (cardinals): ort-os 'one', irb-ar 'two', nub-ar 'three' and naib-ar 'four'. It is different to Indian Kurukh numeral system. It is related to Nepali numeral system. So its number is in Kurukh phonetics sounds, these sounds are differ from Indian or Bangladeshi Kurukh / oraon. Note that the traditional symbol 'c' = IPA [tʃ], 'ch' = IPA [tʃʰ], 'j' = IPA [dʒ].",0.25925925925925924,1.0,
sand-Nepali,Nepali,nepa1254,Nepali,npi,Eurasia,28,85,Indo-European,decimal,Mamta Kumari,,0.7098765432098766,1.0,
googleuninum-npi,Nepali,nepa1254,Nepali,npi,Eurasia,28.0,85.0,Indo-European,,,,0.6790123456790124,1.0,
numerals-nese1235-1,"Nese, Vanuatu",nese1235,Nese,,Papunesia,-15.952608,167.222769,Austronesian,decimal,Russell Barlow,"Nese or Matanvat has a quinary, decimal counting system. The Matanvat (Nese) language (less than 20 speakers) is an under-documented Oceanic language spoken in the north eastern coast of Malekula in central Vanuatu. Pressure from Bislama along with other social factors are contributing to the language's rapid decline. This language has not reported on Ethnologue, Dr. Terry Crowley only recorded the numerals from 1 to 20 in 1997.",0.2345679012345679,1.0,
barlowpacific-nete1240-1,Nete,nete1240,Nete,net,Papunesia,-5.02368,143.029,Nuclear Trans New Guinea,,,,0.030864197530864196,0.1724137931034483,
numerals-newa1246-1,"Dolakha Newari, Nepal",newa1246,Kathmandu Valley Newari,new,Eurasia,27.67,85.326,Sino-Tibetan,decimal,Eugene Chan,"Dolakha Newari has a decimal system. Dolakha Newari is very different from Kathmandu Newari, and should be regarded as a separate language.",0.24691358024691357,1.0,
numerals-newa1246-2,"Kathmandu Newari, Nepal",newa1246,Kathmandu Valley Newari,new,Eurasia,27.67,85.326,Sino-Tibetan,,Eugene Chan,"Kathmandu Newari numerals are bound forms that occur prefixed to numeral classifiers. Free counting forms are rare in natural text in general. The pair '7' and '70' presents a problem. Many speakers maintain that '70' is somewhat longer than '7', but the Newari vowel system has no way to handle this, since [ɛː] is already long.",0.24691358024691357,1.0,
barlowpacific-newg1239-1,"New Georgia [exact language unknown, but seems similar to maro1244]",newg1239,New Georgia,,,-8.2321693196052,157.356950365812,Austronesian,,,,0.06172839506172839,0.3448275862068966,
numerals-neyo1238-1,"Neyo, Côte d'Ivoire",neyo1238,Neyo,ney,Africa,4.95048,-6.08043,Kru,quinary,Eugene Chan,"Neyo has a quinary, vigesimal system similar to that of Dida.",0.25308641975308643,1.0,
numerals-nezp1238-1,"Nez Perce, USA",nezp1238,Nez Perce,nez,North America,46.3073,-116.408,Sahaptian,decimal,Eugene Chan,Nez Perce has a decimal numeral system. Numbers 5 and 25 are for people. Also please note that number 21 has the last consonants transposed and the form for 20 in the numbers 21 through 25 should be 'leˀéptit'.,0.25308641975308643,1.0,
numerals-ngaa1240-1,"Ngaanyatjarra, Australia",ngaa1240,Ngaanyatjarra,ntj,Australia,-25.7514,127.602,Pama-Nyungan,,Eugene Chan,"The counting system in Ngaanyatjarra is very simple (1, 2, 3, 4, and many, and some people use 2 and 3 to refer to 5. These days people may mix English numerals in their speech.",0.037037037037037035,0.20689655172413793,
bowernnumerals-Ngaa,Ngaanyatjarra,ngaa1240,Ngaanyatjarra,ntj,Australia,-25.7514,127.602,Pama-Nyungan,binary,Ezequiel Koile,"1, 2, 3, 2:2",0.024691358024691357,0.13793103448275862,
numerals-ngab1239-1,"Ngäbere (Guaymi), Panama",ngab1239,Ngäbere,gym,North America,8.8251,-82.3911,Chibchan,vigesimal,Eugene Chan,"Ngäbere (Guaymi) has a vigesimal system of counting. There are several possible words changes for, depending on the class of the noun to which it refers. The above list are from basic stem without prefixes. Numbers 'hundred' and 'thousand' are Spanish loanwords.",0.24691358024691357,1.0,
numerals-ngad1258-1,"Ngadjunmaya, Australia",ngad1258,Ngadjunmaya,nju,Australia,-32.02447,124.46601,Pama-Nyungan,quinary,Eugene Chan,"Traditionally, in Ngadjunmaya there were terms for one, two, three and four, five and six are represented by 'two+two+one' and 'three+ three' respectively.",0.037037037037037035,0.20689655172413793,
barlowpacific-ngad1261-1,Ngadha,ngad1261,Ngad'a,nxg,Papunesia,-8.79508,120.976,Austronesian,decimal,Russell Barlow,,0.24691358024691357,1.0,
numerals-ngad1261-1,"Ngad'a, Flores, Indonesia",ngad1261,Ngad'a,nxg,Papunesia,-8.79508,120.976,Austronesian,decimal,Russell Barlow,Ngad'a has a decimal system with five-base substructure.,0.24691358024691357,1.0,
barlowpacific-ngad1261-2,Eastern Ngadha (Takatunga),ngad1261,Ngad'a,nxg,Papunesia,-8.79508,120.976,Austronesian,decimal,Russell Barlow,,0.06172839506172839,0.3448275862068966,
barlowpacific-ngad1261-3,Western Ngadha (Bajawa),ngad1261,Ngad'a,nxg,Papunesia,-8.79508,120.976,Austronesian,decimal,Russell Barlow,,0.06172839506172839,0.3448275862068966,
barlowpacific-ngad1261-4,Central Ngadha (So’a),ngad1261,Ngad'a,nxg,Papunesia,-8.79508,120.976,Austronesian,decimal,Russell Barlow,,0.06172839506172839,0.3448275862068966,
numerals-ngai1241-1,"Ngaing, Papua New Guinea",ngai1241,Ngaing,nnf,Papunesia,-5.6513,146.343,Nuclear Trans New Guinea,binary,Russell Barlow,"The Ngaing people do not really have numbers beyond 20, although they have suggested that they could say eik kai 'man one' for the number twenty, and continue counting, theoretically as far as 220. I tried this as an experiment with 'naive' village people, but the expression becomes too confusing, too long and unwieldy for most people to follow the meaning. If there is more than 20, the people just say dʒawiŋ 'many' or dʒawiŋ wariŋ 'many very'. Over the years since Tok Pisin and English education were introduced to the area many people no longer use the Ngaing language numbers beyond five, preferring the shorter Tok Pisin or English numbers. Another even simpler method we are trying is to just write the numerals, not spell it out, particularly when it is more than 5. This allows the people themselves to decide how they will say it, and avoids a problem of vernacular terms becoming obsolete in just a few years.",0.20987654320987653,0.8620689655172413,
barlowpacific-ngai1241-1,Ngaing (Sibog village),ngai1241,Ngaing,nnf,Papunesia,-5.6513,146.343,Nuclear Trans New Guinea,binary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
numerals-ngaj1237-1,"Katingan, Kalimantan, Indonesia",ngaj1237,Ngaju,nij,Papunesia,-1.58463,112.794,Austronesian,decimal,Russell Barlow,Katingan has a decimal system with a special structure for number 9 which might be formed by '10 minus 1'.,0.24691358024691357,1.0,
numerals-ngaj1237-2,"Ngaju, Kalimantan, Indonesia",ngaj1237,Ngaju,nij,Papunesia,-1.58463,112.794,Austronesian,decimal,Russell Barlow,"Ngaju or Dayak Ngaju has a decimal system similar to that of Katingan. Note that the traditional spellings: j = IPA [d͡ʒ], y = IPA [j].",0.24691358024691357,1.0,
barlowpacific-ngaj1237-2,Ngaju Dayak,ngaj1237,Ngaju,nij,Papunesia,-1.58463,112.794,Austronesian,decimal,Russell Barlow,,0.17901234567901234,0.5862068965517241,
barlowpacific-ngaj1237-1,Katingan Dayak,ngaj1237,Ngaju,nij,Papunesia,-1.58463,112.794,Austronesian,decimal,Russell Barlow,,0.15432098765432098,0.6206896551724138,
numerals-ngal1292-1,"Dalabon (Ngalkbun), Australia",ngal1292,Ngalkbun,ngk,Australia,-13.9783,133.936,Gunwinyguan,,Eugene Chan,"Dalabon or Ngalkbun has few words for numerals. Worrbbamh is used for both 3 and 4. My interpretation is that it really means ""a few"". A plausible hypothesis is that it was also used for 5 until a ?recent? past but then langu-wanjingh-walung came in as an innovation. A couple of remarks: - These numerals behave like other Dalabon nominals. i.e they can modify another nominal, be the head of an NP, or be used predicatively. - Burrkunh and yabbunh are relatively interchangeable for *two*. I haven’t been able to identify a difference between them. I think burrkunh is more standard, e.g., if you count you’ll use burrkunh. - Langu-wanjingh-walung is the standard expression to say “on one hand” eg. in “one of my hands is dirty—but the other one is not”. I’ve never heard any expression with langu “hand” being used for ten. - After 5, people use baka (or reduplicated form bakabaka), also a nominal, or the suffix -ngong. - A possible explanation for this funny counting pattern wanjingh, burrkunh, worrbamh, worrbamh, langu-wanjingh-walung, would be that worrbamh means “a few”, with a series wanjingh (one), burrkunh (two), worrbamh (a few), baka (several/a lot). And langu-wanjingh-walung may be a recent borrowing imposed over this pattern. Counting goes: wanjingh, burrkunh, worrbbamh, langu-wanjingh-walung, that is, worrbamh is not repeated twice. Langu-wanjingh-walung is far less frequent than the other numerals.",0.024691358024691357,0.13793103448275862,
bowernnumerals-Ngali,Ngaliwurru,ngal1294,Ngaliwurru,,Australia,-15.78944,130.8759,Mirndi,,,,0.006172839506172839,0.034482758620689655,
barlowpacific-ngal1298-1,Sibil,ngal1298,Ngalum,szb,Papunesia,-4.67682,141.03,Nuclear Trans New Guinea,,,,0.16666666666666666,0.9310344827586207,
barlowpacific-ngal1300-1,Ngala,ngal1300,Ngala,nud,Papunesia,-4.26628,142.5,Ndu,quinary,Russell Barlow,,0.043209876543209874,0.2413793103448276,
bowernnumerals-NgamKop,NgaminiKopperamana,ngam1265,Ngamini-Yarluyandi-Karangura,nmv,Australia,-27.1797,138.701,Pama-Nyungan,binary,Ezequiel Koile,"1, 2, 3, 2:2",0.024691358024691357,0.13793103448275862,
bowernnumerals-Ngam,Ngamini,ngam1265,Ngamini-Yarluyandi-Karangura,nmv,Australia,-27.1797,138.701,Pama-Nyungan,binary,Ezequiel Koile,"1, 2, 2:1",0.024691358024691357,0.13793103448275862,
numerals-ngam1267-1,"Ngamambo, Cameroon",ngam1267,Ngamambo,nbv,Africa,5.87975,10.0779,Atlantic-Congo,decimal,Enock Appiah Tieku,"Ngamambo has a decimal system.There are three words for a thousand. They are: tʃùʔ fíbì, or fíbì, or tɔ́sɨ̀n fíbì. tɔ́sɨ̀n is borrowed from the English word ‘thousand’ and is mostly used when referring to money. In counting, kám is used in the majority of cases. 10000 is tʃûʔ-rɨ̀-ɣum, 100000 is tʃûʔ-rɨ̀-kɨfiβì.",0.2654320987654321,1.0,
numerals-ngam1267-2,"Ngamambo, Cameroon",ngam1267,Ngamambo,nbv,Africa,5.87975,10.0779,Atlantic-Congo,decimal,Enock Appiah Tieku,"Ngamambo has a decimal system. There are three words for a thousand. They are: tʃùʔ fíbì, or fíbì, or tɔ́sɨ̀n fíbì. tɔ́sɨ̀n is borrowed from the English word ‘thousand’ and is mostly used when referring to money. In counting, kám is used in the majority of cases.",0.24691358024691357,1.0,
numerals-ngam1268-1,"Ngambay (Sara Ngambai), Chad",ngam1268,Ngambay,sba,Africa,8.57051,15.414,Central Sudanic,decimal,Eugene Chan,Ngambay has a decimal system with special forms for 8 and 9.,0.24074074074074073,1.0,
numerals-ngam1269-1,"Ngam, Chad",ngam1269,Ngam,nmc,Africa,8.25957,18.4648,Central Sudanic,,Eugene Chan,Ngam and Mbay numerals are similar.,0.24691358024691357,1.0,
numerals-ngam1282-1,"Ngamo, Nigeria",ngam1282,Ngamo,nbh,Africa,12.0048,11.2108,Afro-Asiatic,decimal,Eugene Chan,Ngamo has a decimal system of counting.,0.24691358024691357,1.0,
numerals-ngan1291-1,"Nganasan, Russia",ngan1291,Nganasan,nio,Eurasia,73.1354,86.2106,Uralic,decimal,Eugene Chan,Nganasan numeral system is decimal.,0.24691358024691357,1.0,
numerals-ngan1299-1,"Ngangam, Togo, Benin",ngan1299,Ngangam,gng,Africa,10.2523,0.70509,Atlantic-Congo,decimal,Enock Appiah Tieku,Ngangam or Ganamhas has a decimal system.,0.24691358024691357,1.0,
numerals-ngan1299-2,"Ngangam, Togo, Benin",ngan1299,Ngangam,gng,Africa,10.2523,0.70509,Atlantic-Congo,decimal,Enock Appiah Tieku,Ngangam has a decimal system.,0.22839506172839505,1.0,
bowernnumerals-Ngari,Ngarinman,ngar1235,Ngarinman,nbj,Australia,-15.4661,130.651,Pama-Nyungan,restricted,Ezequiel Koile,"1, 2, 3",0.024691358024691357,0.13793103448275862,
numerals-ngar1235-1,"Ngarinyman, Australia",ngar1235,Ngarinman,nbj,Australia,-15.4661,130.651,Pama-Nyungan,,Eugene Chan,"Traditionally, Ngarinyman has three words for numbers.",0.018518518518518517,0.10344827586206896,
bowernnumerals-Ngar,Ngarinyin,ngar1284,Ngarinyin,ung,Australia,-16.4006,126.433,Worrorran,binary,Ezequiel Koile,"1, 2, 2:1, 2:2",0.024691358024691357,0.13793103448275862,
numerals-ngar1284-1,"Ngarinyin, Australia",ngar1284,Ngarinyin,ung,Australia,-16.4006,126.433,Worrorran,,Eugene Chan,"Ngarinyin, is a non-Pama-Nyungan Australian Aboriginal language spoken the Kimberley region, in the northern part of the state of Western Australia. 1. The word for ‘one’ in Ngarinyin is an inflecting root that never occurs in bare form, but always take a prefix showing the noun class of the referent. The forms, shown in both phonemic form (/ /) and phonetic form ([ ])are: masculine /erri/, [ɛri], feminine /nyerri/, [ɲɛri], m- class neuter /merri/, [mɛri], w- class neuter, /werri/, [wɛri]. (for the semantics of Ngarinyin noun classes see Rumsey, Alan 1982. An Intra-sentence Grammar of Ungarinjin, Northwestern Australia. Canberra: Pacific Linguistics. Pp. 37-41.) 2. The word for ‘two’ in Ngarinyin does not inflect for gender. It is: /mejerri/, [mjɛri] 3. The expression for ‘three’ in Ngarinyin consists of the word for ‘two’ followed by the word for one, e.g.: /mejerri erri /, [mjɛri ɛri] For referents of other genders, the word for ‘one’ in this expression varies accordingly as shown in 1. 4. The expression for ‘four’ literally means ‘two and two’, i.e. /mejerri a mejerri /, [mjɛri a mjɛri ] 5. As far as I have been able to determine there are no Ngarinyin words for numbers higher than four.",0.018518518518518517,0.10344827586206896,
numerals-ngar1287-1,"Ngarluma, Australia",ngar1287,Ngarluma,nrl,Australia,-20.9235,117.203,Pama-Nyungan,,Eugene Chan,"Traditionally, Ngarluma didn't use words for very higher numbers, so the traditional numbers are as above. Ngarluma is an endangered language.",0.024691358024691357,0.13793103448275862,
numerals-ngar1296-2,"Ngarla, Australia",ngar1296,Ngarla,nrk,Australia,-20.20748,119.30579,Pama-Nyungan,,Eugene Chan,"Traditionally, Ngarla didn't use words for very higher numbers, so the traditional numbers are as above. Ngarla is an endangered language with 8 speakers.",0.030864197530864196,0.1724137931034483,
numerals-ngar1296-1,"Ngarla, Australia",ngar1296,Ngarla,nrk,Australia,-20.20748,119.30579,Pama-Nyungan,,Eugene Chan,"Traditionally, Ngarla didn't use words for very higher numbers, they only have three words for numbers. The word purrku also means 'a few'.",0.018518518518518517,0.10344827586206896,
numerals-ngas1240-1,"Angas (Ngas), Nigeria",ngas1240,Ngas,anc,Africa,9.32042,9.46146,Afro-Asiatic,quinary,Eugene Chan,"Angas has a decimal system with five-based substructure. They use Hausa numbers for 'hundred' and 'thousand'. There are three tonesː á = high, ā = mid, à = low. Raised [́ᵋ ] as in twenty is a transitional vowel.",0.24691358024691357,1.0,
numerals-ngaw1239-1,"Ngawn Chin, Myanmar",ngaw1239,Ngawn Chin,cnw,Eurasia,21.93031,93.58348,Sino-Tibetan,,Eugene Chan,Ngawn Chin numeral system is nearly identical to that of the other Central Chin languages. The above data were in orthographic spellings.,0.24691358024691357,1.0,
numerals-ngaz1238-1,"Ngazidja Comorian, Comoros",ngaz1238,Ngazidja Comorian,zdj,Africa,-11.6129,43.36,Atlantic-Congo,decimal,Enock Appiah Tieku,"Ngazidja Comorian has decimal system similar to that of Swahili, but has not borrowed Arabic loanwords.",0.24691358024691357,1.0,
numerals-ngba1284-1,"Ngabaka Ma'bo, CAR, Congo",ngba1284,Ngbaka Ma'bo,nbm,Africa,4.0,18.12,Atlantic-Congo,decimal,Enock Appiah Tieku,"Ngabaka Ma'bo has a decimal system similar to that of Gbanzili. The number 'nine' might be derived from of ( 5+ 4 ). The number 'thousand', sáki is borrowed from French 'sac', a slang for a thousand Franc banknote. The linker 'kúlē' in compound numbers means ' opening, unfolding (of the fingers)'. Ngabaka Ma'bo is a three level tonal language. There are nasal vowels, which are expressed by a subscript tilde 'a̰'.",0.24691358024691357,1.0,
numerals-ngba1285-1,"Ngabaka, Congo, DR of the Congo",ngba1285,Ngbaka Minagende,nga,Africa,2.98887,18.994,Atlantic-Congo,decimal,Enock Appiah Tieku,"Ngabaka has a decimal system with special construction for number 'seven'. However, Ms. Margaret Hill says that the interestingly the special construction for 7 is dropping out of use and being replaced by the Lingala word ""sambo"" and both the high numbers 'hundreds' and 'thousands ' are borrowed from Lingala.",0.24691358024691357,1.0,
numerals-ngel1238-1,"Ngelima, Tshopo Province, Basoko Territory, DR of the Congo",ngel1238,Ngelima,agh,Africa,1.81314,24.8754,Atlantic-Congo,quinary,Enock Appiah Tieku,"Ngelima (Lehanga), is spoken in Tshopo Province, Basoko Territory, D.R. Congo. Ngelima has a quinary, decimal system. High tone is marked with an accent aigu (  ́ ), low tone is unmarked.",0.24691358024691357,1.0,
numerals-ngeq1245-1,"Ngeq, Laos",ngeq1245,Kriang-Khlor,ngt,Eurasia,15.6211,106.877,Austroasiatic,decimal,Mamta Kumari,Ngeq numeral system is decimal.,0.2345679012345679,1.0,
barlowpacific-ngga1239-1,Gaura,ngga1239,Garo (Sumba),,Papunesia,-9.71011,119.25403,Austronesian,,,,0.030864197530864196,0.1724137931034483,
