"","ID","Name","Glottocode","Glottolog_Name","ISO639P3code","Macroarea","Latitude","Longitude","Family","BaseAnnotation","BaseAnnotator","BaseComment","Coverage","OneToThirty","BaseInSource"
"268","numerals-mefe1242-1","Mefele, Cameroon","mefe1242","Mefele","mfj","Africa",10.677,13.8201,"Afro-Asiatic","decimal","Eugene Chan","Mefele has a decimal system similar to that of Cuvok. ''témére'' (one hundred) is a loanword from Fulfulde, a language of wider communication in the greater North of Cameroon.",0.246913580246914,1,NA
"269","numerals-mere1246-1","Merey, Cameroon","mere1246","Merey","meq","Africa",10.7458,14.09,"Afro-Asiatic","","Eugene Chan","Merey numeral system is similar to Zulgo-Gemzek numeral system.",0.246913580246914,1,NA
"270","numerals-mesm1239-1","Mesme (Zime), Chad","mesm1239","Mesme","zim","Africa",9.28888,15.7018,"Afro-Asiatic","decimal","Eugene Chan","Mesme has a decimal system of counting. The data need checking with updated ones.",0.246913580246914,1,NA
"271","numerals-mido1240-1","Midob Nubian, Sudan","mido1240","Midob","mei","Africa",14.789,27.2236,"Nubian","decimal","Eugene Chan","Midob has a decimal numeral system. Midob possesses another way of counting numbers 13 to 19.",0.240740740740741,1,NA
"272","numerals-miga1249-1","Migama, Chad","miga1249","Migaama","mmy","Africa",12.2367,18.9614,"Afro-Asiatic","decimal","Eugene Chan","Migama has a decimal system. Other higher numbers areː 400. ʔóróorúwé ʔórrò póɗɗàtíŋ, 500. ʔóróorúwé ʔórrò béƴƴa1tíŋ, 800. ʔóróorúwé ʔórrò póppìɗàtíŋ, 900. ʔóróorúwé ʔórrò párnàkáƴàtíŋ, 2000. ʔóróorúwé ʔórrò ʔórràtíŋ séèrà = 1000 x 10 2 fois.",0.271604938271605,1,NA
"273","numerals-mina1276-1","Mina (Hina), Cameroon","mina1276","Mina (Cameroon)","hna","Africa",10.38053,13.84054,"Afro-Asiatic","decimal","Eugene Chan","Mina has a decimal system of counting.",0.246913580246914,1,NA
"274","numerals-mind1255-1","Mindiri, Papua New Guinea","mind1255","Mindiri","mpn","Papunesia",-5.5,146.15,"Austronesian","quinary","Russell Barlow","The data for Mindiri was incomplete, new data of counting system needed to fill in the gaps for higher numerals.",0.0617283950617284,0.344827586206897,NA
"275","numerals-mish1244-1","Miship (Chip, Ship), Nigeria","mish1244","Miship","mjs","Africa",9.20477,9.33752,"Afro-Asiatic","quinary","Eugene Chan","Miship has a quinary, vigesimal system. The example of Miship numeral listed above reveals that to form tens the cardinal units are suffixed to the morpheme –sár “ten” and -po, for twenties up to thirty the cardinal units are suffixed to the morpheme - ya gurum “twenty” and kə, for forty up to ninety the cardinal units are suffixed to the morpheme yák gurum “forty” while, from hundred up to a million and above the cardinal units are suffixed to the morpheme ɗali “ hundred”. The most interesting issue observed with respect to the counting system of Miship is that all the cardinal with the exception of ten “sár” and first syllable of the form for forty and above “yák” which have high tones . All other cardinal constituents of the language have mid tones.",0.246913580246914,1,NA
"276","numerals-miya1266-1","Miya, Nigeria","miya1266","Miya","mkf","Africa",10.9234,9.71505,"Afro-Asiatic","","Eugene Chan","Miya number '100' and 1000' are borrowed from Hausa.",0.246913580246914,1,NA
"277","numerals-mmen1238-1","Mmen, Cameroon","mmen1238","Mmen","bfm","Africa",6.43213,10.2541,"Atlantic-Congo","decimal","Enock Appiah Tieku","7-9 are compounds whose constituent forms are unknown; Mmen has a decimal numeral system with special construction for the number 9 similar to that of Babanki.",0.253086419753086,1,NA
"278","numerals-mofu1248-1","Mofu-Gudur, Cameroon","mofu1248","Mofu-Gudur","mif","Africa",10.567,14.0314,"Afro-Asiatic","decimal","Eugene Chan","Mofu-Gudur has a decimal system of counting. There is a Fulfulde loan for numeral hundred, temére'. Note that the traditional spelling /c/ as in two cew is a dental affricate, IPA [t͡s].",0.246913580246914,1,NA
"279","numerals-mogu1251-1","Mogum, Chad","mogu1251","Mogum","mou","Africa",11.5199,18.6082,"Afro-Asiatic","","Eugene Chan","Mogum has three tonesː High, Middle and Low, but the above data did not mark tones. Phonetic chart for Mogum Emma Kuipers, May 4, 2009 Consonants: Bilabial Alveolar Palatal Velar Labiovelar Glottal stops p, b, ɓ t, d, ɗ c, ɟ, ʄ k, ɡ ʔ fricatives s, z nasals m n ɲ ŋ trills r flaps ɾ lateral approx. l semi-vowels j w Note on the consonantsː long consonants are possible. The glottal stop occurs only word initially (before any word otherwise beginning with a vowel) or word finally (seems to occur sometimes after a final vowel). It does not occur medially, so it will not be included in the orthography. Vowels: front /unrounded central/unrounded back / rounded close i/ii u/uu close-mid e/ee o/oo open-mid ɛ/ɛɛ ɔ/ɔɔ open a /aa Note on the vowelsː A final phonologic analysis has not been finished, but it is possible that the contrast between e/ɛ and o/ɔ is not phonemic and will not be included in the orthography.",0.246913580246914,1,NA
"280","numerals-molo1266-1","Moloko, Cameroon","molo1266","Moloko","mlw","Africa",10.7933,14.2521,"Afro-Asiatic","decimal","Eugene Chan","Moloko has a decimal system, but when counting money, they use a counting based on five (not illustrated).",0.246913580246914,1,NA
"281","numerals-moro1285-1","Moro, Sudan","moro1285","Moro","mor","Africa",10.9194,30.2138,"Heibanic","quinary","Eugene Chan","The above data is from dialect is Thetogovela (identified as Umm Gabralla or Toberelda in Ethnologue) of Moro language. This language has a counting system based on five as belowː 1. gónto 2. lə́gə́ʧan 3. lə́gɪ́ʧɪn 4. márlon 5. ðénə́ŋ The numbers 1-3 inflect for noun class, but 4-5 do not, as shown by the initial consonant of the numeral in the following examples. The number follows the noun. uʤí gónto one man ŋerá ŋónto one girl ləʤí lə́gə́ʧan two men ɲerá ɲə́gə́ʧan two girls ləʤí lə́gɪ́ʧɪn three men ɲerá ɲə́gɪ́ʧɪn three girls ləʤí márlon four men ɲerá márlon four girls ləʤí ðénə́ŋ five men ɲerá ðénə́ŋ five girls The numbers 6-9 are formed by adding 1-4 to base 5, joined with n(ə)- 'and'. Note that n(ə)- cannot appear before the numerals 2 and 3 as they begin with [l], a general ban on [nl] sequence. None of these numbers inflects for noun class: ɲerá ðénə́ŋ nəgónto ‘six girls’ 6. ðénə́ŋ nəgónto 7. ðénə́ŋ ↓lə́gə́ʧan 8. ðénə́ŋ ↓lə́gɪ́ʧɪn 9. ðénə́ŋ nəmárlon The cardinal numbers 11-19 are formed by adding 1-9 to 10, joined with nə- 'and'. Neither 10 nor 11-19 inflect for noun class, ex. lə̀ʤí rɛ́θ ‘ten people’. (The word for ten rɛ́θ is the same as ‘clothing’, as is the plural form: ndréθ). Note /ð/ à [θ]/ __ # 10. rɛ́θ 11. rɛ́ð nəgónto 12. rɛ́ð ↓lə́gə́ʧan 13. rɛ́ð ↓lə́gɪ́ʧɪn 14. rɛ́ð nəmárlon 15. rɛ́ð nðénə́ŋ 16. rɛ́ð nðénə́ŋ nəgónto 17. rɛ́ð nðénə́ŋ ↓lə́gə́ʧan 18. rɛ́ð nðénə́ŋ ↓lə́gə́ʧɪn 19. rɛ́ð nðénə́ŋ nəmárlon 20. ndréðiə nə́gə́ʧan or eréðiə gə́gə́ʧan No noun class agreement with a noun modified by 20, although there is noun class agreement internal to the numeral 20: ləʤí ndréðiə nə́gə́ʧan ‘twenty people’ (cf. ndréð nə́gə́ʧan ‘two pieces of clothing’) 21. eréðiə gə́gə́ʧan nəgónto / ndréðiə nə́gə́ʧan nánoŋ gónto 22. eréðiə gə́gə́ʧan lə́gə́ʧan / ndréðiə nə́gə́ʧan nánoŋ lə́gə́ʧan 23. eréðiə gə́gə́ʧan lə́gə́ʧin / ndréðiə nə́gə́ʧan nánoŋ lə́gə́ʧɪn 24. eréðiə gə́gə́ʧan nəmárlon / ndréðiə nə́gə́ʧan nánoŋ márlon 25. eréðiə gə́gə́ʧan nðénə́ŋ / ndréðiə nə́gə́ʧan nánoŋ ðénə́ŋ 26. eréðiə gə́gə́ʧan nðénə́ŋ nəgónto / ndréðiə nə́gə́ʧan nánoŋ ðénə́ŋ nəgónto 27. eréðiə gə́gə́ʧan nðénə́ŋ ↓lə́gə́ʧan / ndréðiə nə́gə́ʧan nánoŋ ðénə́ŋ ↓lə́gə́ʧan 30. ndréðiə nə́gə́ʧɪn 40. ndréðiə márlon 50 ndréðiə ðénə́ŋ 60 ndréðiə ðénə́ŋ nəgónto 70 ndréðiə ðénə́ŋ ↓lə́gə́ʧan 80 ndréðiə ðénə́ŋ ↓lə́gə́ʧɪn 90 ndréðiə ðénə́ŋ nəmárlon 100 ndréðiə rɛ́θ 200 ndréðiə rɛ́ð ↓nə́gə́ʧan 99 ndréðiə ðénə́ŋ nəmárlon nánoŋ ðénə́ŋ nəmárlon 100 mija (Arabic) 1000 ʌlf (Arabic)",0.240740740740741,1,NA
"282","numerals-mouk1240-1","Mouk-Aria (Mouk dialect), Papua New Guinea","mouk1240","Mouk","","Papunesia",NA,NA,"Austronesian","quinary","Eugene Chan","Mouk-Aria has a quinary counting system. The formation for 60, 70, 80, 90 are formed by 50 plus 10, 20, 30, 40, respectively. Note the above data was from Mouk dialect.",0.234567901234568,1,NA
"283","numerals-mpad1242-1","Mpade, Cameroon","mpad1242","Mpade","mpi","Africa",12.561391,14.446893,"Afro-Asiatic","vigesimal","Eugene Chan","Mpade has an old vigesimal system of counting. Nowadays, the higher numerals from thirty onwards are also borrowed from neighboring dominant languages, Kanuri, Chadic Arabic and Hausa.",0.246913580246914,1,NA
"284","numerals-mubi1246-1","Mubi, Chad","mubi1246","Mubi","mub","Africa",12.6893,19.5902,"Afro-Asiatic","","Eugene Chan","Mubi is a tonal language, 2 levels, high and low.",0.246913580246914,1,NA
"285","numerals-muku1242-1","Mukulu, Chad","muku1242","Mukulu","moz","Africa",11.8644,18.1822,"Afro-Asiatic","decimal","Eugene Chan","Mukulu has a decimal system. There are three tones in Mukulu: tones; ( á ) = high tone, (à) = low tone and (â) = falling tone.",0.246913580246914,1,NA
"286","numerals-mung1269-1","Munggui, Papua, Indonesia","mung1269","Munggui","mth","Papunesia",-1.66773,135.918,"Austronesian","quinary","Russell Barlow","Munggui has a counting system similar to that of Papuma, there are missing terms after ten. New data needed.",0.0679012345679012,0.379310344827586,NA
"287","numerals-murl1244-1","Murle, Sudan","murl1244","Murle","mur","Africa",6.69756,33.988,"Surmic","quinary","Eugene Chan","Murle has counting system with a base-five structure similar to other Surmic languages.",0.197530864197531,0.758620689655172,NA
"288","numerals-murs1242-1","Mursi, Ethiopia","murs1242","Mursi","muz","Africa",5.69801,36.0971,"Surmic","vigesimal","Eugene Chan","Mursi has a counting system based on twenty very similar to that of Suri. 20. hírkón – one person, any person derives from hírí + kón, litː a man + only one, 40. zùwò – lit. people (plural of hírí), zùwò ràmàn. and both the head and the modifier numeral must denote singular referents: - both the head and the modifier numeral must denote plural referents - If the head noun is modified by a numeral higher than ‘one’, the root of the head has to occurs in plural form or must be marked for plural. Notesː 1. For number 'one"", also kon ‘only one’ for non-numerical/indefinite meanings. The cardinal number ‘four’ has two varieties: it can be pronounced with either the palatal wùj word-finally or metathesis form ùwì whose origin is unknown. 2. For number 'four"", also ùwì, wùj weakening /č,ʤ, ʃ/→[j]/__# . 3. For number 'nine"", may be from Cushitic languages, e.g. sagal (Oromo) 4. For number 'ten"", tɔ́mmɔ́n ‘ten’ is a widespread numeral and appear to be an areal form found in the rest three language families of Ethiopia ―Afro-asiatic, Cushitic and Omotic. Outside these families, the numeral ten has similar forms in some languages of the Niger-Congo subfamilies For instance, tom represents ‘ten’: in Nubian, Nera―tumum, in Nyangi, IK―tɔmin/tomin, Surmic, Murle―tomon. 5. For number 'thousand', ʃiɲa is loan word from Amharic ʃi ‘thousand’ and -ɲa is plural suffix High tone is marked [v́]; Low tone [v̀].",0.246913580246914,1,NA
"289","numerals-muse1242-1","Musey (Musei), Chad","muse1242","Musey","mse","Africa",9.81612,15.4115,"Afro-Asiatic","decimal","Eugene Chan","Musey has a decimal system similar to that of Masana.",0.271604938271605,1,NA
"290","numerals-musg1254-1","Musgu, Cameroon, Chad","musg1254","Musgu","mug","Africa",10.8439,15.1065,"Afro-Asiatic","decimal","Eugene Chan","Musgu has a decimal numeral system.",0.246913580246914,1,NA
"291","numerals-muya1243-1","Muyang, Cameroon","muya1243","Muyang","muy","Africa",10.86047,14.21246,"Afro-Asiatic","decimal","Eugene Chan","Muyang has a decimal system. The number thousand is a loan from Hausa.",0.246913580246914,1,NA
"292","numerals-mwag1236-1","Mwaghavul (Mupun/ Sura), Nigeria","mwag1236","Mwaghavul","sur","Africa",9.47205,8.96522,"Afro-Asiatic","quinary","Eugene Chan","Mupun has a decimal system with five-based substructure. It seems the number 'ten' was originally constructed by ' 5 x 2 ' or 'two hands'. There are two forms for the number 'twenty'ː the first form 'láar 'is from Jipaari dialect; the second is from Jing dialect. Erin Shay said that the number number 'láar kà páat' would possibly represent 500, not 100, actually 100 might be 'láar kàapát' ten ten,. Nowadays, people usually use the Hausa forms for 'hundred' and 'thousand'.",0.246913580246914,1,NA
"293","numerals-nafu1238-1","Nafusi (Nefusa), Libya, Tunisia","nafu1238","Nafusi","jbn","Africa",33.4398,9.83329,"Afro-Asiatic","","Eugene Chan","Nefusa or Nafusi is spoken in Fassato, Nefusa mountains, Libya. Material is taken from Beguinot, F. 1942. Il berbero Nefûsi di Fassâṭo. Grammatica. Testi raccolti dalla viva voce. Vocabolarietti. Roma. Transcriptions have been given in the original transcription. And IPA approximations have been added. The IPA approximations are based on rather limited experience with recordings online. All numerals except for 1 and 2 are of Arabic origin.",0.216049382716049,0.827586206896552,NA
"294","numerals-nama1264-1","Nama, Namibia, South Africa","nama1264","Nama (Namibia)","naq","Africa",-25.0747,17.9767,"Khoe-Kwadi","decimal","Eugene Chan","Nama has developed a decimal system now. The word 'káí' means 'big' and 'ǀʔaa' means 'full'. Nama is a tonal languages with several click sounds. The symbol 'ǀ' is a dental click, 'ǃ' a (post) alveolar lateral click and 'ǁ' an alveolar click.",0.246913580246914,1,NA
"295","numerals-nanc1253-1","Nancere, Chad","nanc1253","Nancere","nnc","Africa",9.31975,16.1282,"Afro-Asiatic","decimal","Eugene Chan","Nancere has a decimal system.",0.246913580246914,1,NA
"296","numerals-nari1240-1","Laarim (Narim), South Sudan","nari1240","Narim","loh","Africa",4.80331,33.3312,"Surmic","quinary","Eugene Chan","Laarim or Darim has a base-five counting system similar to that of Didinga.",0.240740740740741,1,NA
"297","numerals-naro1249-2","Naro (Nharon), Botswana","naro1249","Naro","nhr","Africa",-22.0939,20.7458,"Khoe-Kwadi","decimal","Eugene Chan","Naro, like Nama, has developed a decimal system. Naro numerals are similar to Nama numerals, they Naro also use English and Tswana numeral systems. The symbol ' ǀ ' is a dental click, ' ǃ ' a (post) alveolar lateral click and ' ǁ ' an alveolar click.",0.240740740740741,1,NA
"298","numerals-nata1254-1","Amis (Northern dialect), Taiwan","nata1254","Northern Amis","ais","Papunesia",23.9386,121.59,"Austronesian","decimal","Eugene Chan","The above data are taken from Northern dialect of Amis. Amis has a typical decimal system found in most Western Austronesian languages. The data are converted to IPA symbols based on the speakers’ transcription/orthography. Notice that in Amis, the glottal stop before and after vowels are optionally transcribed, and vowels /u/ and /o/ are used as free variations and the the symbol [ʡ] is an epiglottal plosive. (1) According to Tsuchida (1988), there are five major dialects in Amis: Sakizaya (or Sakiraya), Northern (or Nanshi Amis), Tavalong-Vataan, Central, (Haian Amis and Hsiukulan Amis excluding Tavalong-Vataan) and Southern (Peinan Amis and Hengchun Amis). Sakizaya has been politically recognized as an independent language by the government of Taiwan, and hence, its data will not be listed in the table. Notice that Tsuchida’s classification is slightly different from the dialects officially recognized by the Taiwanese government, which are Northern, Central (including Tavalong-Vataan Amis and Hsiukulan Amis in Tsuchida’ classification), Haian, Malan (or Falangaw, roughly corresponding to Peinan Amis in Tsuchida’s classification), and Hengchun. The examples from Vataan are collected from Hui- Mei Lin, a native speaker of this dialect. The rest of the examples are cited from the 1000-word Vocabulary List published by the Council of Indigenous Peoples: 1229CD7C. However, I have made some corrections after double checking with the native speakers. The List published on-line still needs further proof-reading and revision. (2) Puluʡ/puloʡ/poloʡ or is used as “10” in serial counting, while mukətəp/muɁtəp /moɁətəp mukətəp/muɁtəp/moɁətəp moətəp also means “10” but is used in a non- serial counting contexts (i.e. as a modifier or a predicate). The speaker of Vataan only provides me muɁtəp here. I am not sure if it can be used in serial counting in this dialect. (3) Sabaw or safaw roughly means the “the decimal digit”. tu is the oblique case (4) ''a'' in 20 and other tens is a a linker. It shows up between a modifier and a noun. (5) “maləbut” or “ləfot” originally means “angry”. It is used metaphorically here as when one has to count up to 1000, one might get impatient and angry.",0.246913580246914,1,NA
"299","numerals-nayi1243-1","Nayi (Na'o), Ethiopia","nayi1243","Nayi","noz","Africa",6.88202,36.3813,"Dizoid","","Eugene Chan","Nayi numeral systems is similar to that of Sheko and Dizi. Note that the central vowel 'ä' as in number 'three' is equivalent to IPA [ə].",0.240740740740741,1,NA
"300","numerals-ncan1245-1","Nchane (Ncane), Cameroon","ncan1245","Ncane-Mungong","ncr","Africa",6.50696,10.5312,"Atlantic-Congo","decimal","Eugene Chan","Nchane or Ncane has a decimal system with special construction for number 7. Numbers above 10 often have ntʃo 'plus' joining the tens and ones positions. The digits in the one's positions for 1-5 are prefixed with gender 19/26 concord (numbering follows Hombert 1980). So, ""11"" has fi- 'cl19' preceding the number one mimia. Note that there is some vowel harmony and other mophophonemics occurring. ""12"" has muN- 'cl26' preceding the number two fɛ. And so on. In fact, it's possible that the fijɛ occuring in the 20's is the word 'thing' as they have the same morphological shape and I've heard reports of similar cases in other Cameroonian languages. The concord marking changes to match the noun when using the numbers with nouns (and is still limited to the digits 1-5 in the one's positions). When used with nouns, the concord also occurs with the single digits 1-5 (eg, fi-ɲi fi-mimia 'one bird', mu-ɲi muɱ-fɛ 'two birds'). -""100"" is intrinsically gender 3/4, which in Nchane has a labialized initial consonant marking singular and presumably 0 marking plural (ie, #Cw 'cl3' and #C 'cl4', eg, gwaŋ 'hill' and gaŋ 'hills'). -""1000"" is intrinsically gender 1/2, which is marked 0-/ba- respectively (eg 0-na 'cow' and ba-na 'cows'). Note that for ""2000"", the number two (fɛ) is modifying 'thousand' and therefore takes class 2 concord (since ntʃugɛ is gender 1/2). Note the tone markings areː 2 = high, 3 = mid, 4 = low, 23 = high falling, 34= mid raising.",0.246913580246914,1,NA
"301","numerals-ndut1239-1","Ndut, Senegal","ndut1239","Ndut","ndv","Africa",14.925,-16.9811,"Atlantic-Congo","quinary","Enock Appiah Tieku","Ndut has a quinary-decimal system. There are two sets of vowels which define [+ ATR set ] (advanced tongue root) and [- ATR set ] classes, and there is a ATR-base vowel harmony.",0.240740740740741,1,NA
"302","barlowpacific-newg1239-1","New Georgia [exact language unknown, but seems similar to maro1244]","newg1239","New Georgia","","",-8.2321693196052,157.356950365812,"Austronesian","","","",0.0617283950617284,0.344827586206897,NA
"303","numerals-ngam1282-1","Ngamo, Nigeria","ngam1282","Ngamo","nbh","Africa",12.0048,11.2108,"Afro-Asiatic","decimal","Eugene Chan","Ngamo has a decimal system of counting.",0.246913580246914,1,NA
"304","numerals-ngan1299-1","Ngangam, Togo, Benin","ngan1299","Ngangam","gng","Africa",10.2523,0.70509,"Atlantic-Congo","decimal","Enock Appiah Tieku","Ngangam or Ganamhas has a decimal system.",0.246913580246914,1,NA
"305","numerals-ngas1240-1","Angas (Ngas), Nigeria","ngas1240","Ngas","anc","Africa",9.32042,9.46146,"Afro-Asiatic","quinary","Eugene Chan","Angas has a decimal system with five-based substructure. They use Hausa numbers for 'hundred' and 'thousand'. There are three tonesː á = high, ā = mid, à = low. Raised [́ᵋ ] as in twenty is a transitional vowel.",0.246913580246914,1,NA
"306","numerals-nggw1242-1","Nggwahyi (Ngwaxi), Nigeria","nggw1242","Nggwahyi","ngx","Africa",10.6058,12.9234,"Afro-Asiatic","decimal","Eugene Chan","Nggwahyi has a decimal system. There are some missing terms.",0.191358024691358,0.793103448275862,NA
"307","numerals-ngiz1242-1","Ngizim, Nigeria","ngiz1242","Ngizim","ngi","Africa",12.1051,11.0178,"Afro-Asiatic","","Eugene Chan","Ngizim number 'one' has two forms, 'kə́ɗə́n' is for counting, while 'ɡàyí' is for enumeration.",0.246913580246914,1,NA
"308","numerals-ngom1272-1","Ngomba, Cameroon","ngom1272","Ngomba","jgo","Africa",5.63067,10.237,"Atlantic-Congo","decimal","Enock Appiah Tieku","Ngomba has a decimal numeral system similar to that of other languages in Bamileke group. The number 1000 is a loan from English 'thousand'. Tone markingsː [á] = high tone and left Low tone unmarked.",0.246913580246914,1,NA
"309","googleuninum-pcm","Nigerian Pidgin","nige1257","Nigerian Pidgin","pcm","Africa",9.65873,4.21068,"Indo-European","","","",0.679012345679012,1,NA
"310","bowernnumerals-Nima","Nimanbur","nima1246","Nimai","","Papunesia",NA,NA,"Nuclear Trans New Guinea","restricted","Ezequiel Koile","1, 2, 3",0.0185185185185185,0.103448275862069,NA
"311","numerals-nkor1239-1","Nkoroo, Nigeria","nkor1239","Nkoroo","nkx","Africa",4.57641,7.45802,"Ijoid","vigesimal","Eugene Chan","Nkoroo has a vigesimal numeral system with special constructions for numbers 15 and 19. Noteː /ná … ná / means ‘and’. /fà/ means ‘less’. The forms in parentheses are taught in schools, while their counterparts are usually used for every day transactions and communication. The data gathered above is part of an on-going documentation project on Nko̩ro̩o̩ and Defaka, sponsored by the National Science Foundation (NSF), USA.",0.253086419753086,1,NA
"312","numerals-nort2810-1","Northern Grebo, Liberia","nort2810","Northern Grebo","gbo","Africa",5.17103,-8.1409,"Kru","vigesimal","Eugene Chan","Northern Grebo has a vigesimal system with special construction for numbers 6, 7, 8 and 9. The words 100 'hɔ̀ndlɔ' and 1000 'taslěwae' are borrowed from English 'hundred' and 'thousand' with phonological adaptations. The 'wae / we' is from English 'unit or piece'. The data was taken from Chedepo dialect.",0.246913580246914,1,NA
"313","numerals-nort3046-1","North Mofu, Cameroon","nort3046","North Mofu","mfk","Africa",10.6834,14.1117,"Afro-Asiatic","decimal","Eugene Chan","North Mofu has a decimal system of counting. The number '100' is a Fulfulde loanword.",0.246913580246914,1,NA
"314","numerals-nort3047-1","North Giziga, Cameroon","nort3047","North Giziga","gis","Africa",10.6755,14.219,"Afro-Asiatic","","Eugene Chan","In North Giziga, the number 'one' has three forms 'ɓlà, tiɗka and pàl' used in different places and formation of 11 is different from other compound numerals 12 to 19. The big number 'thousand ' is a Kanuri loan-word originated from Hausa.",0.246913580246914,1,NA
"315","numerals-nort3139-1","Levantine Arabic, Syria, Egypt","nort3139","Levantine Arabic","apc","Eurasia",34.1709,36.0468,"Afro-Asiatic","decimal","Eugene Chan","Levantine Arabic has different vocalizations, especially regarding the imāla. I used an urban (Beirut/Damascus) vocalization for this survey.",0.259259259259259,1,NA
"316","numerals-nucl1683-1","Daba, Cameroon","nucl1683","Daba","dbq","Africa",10.3521,13.6318,"Afro-Asiatic","","Eugene Chan","Daba numeral system is rather different from other Chadic languages. New data with tones needed.",0.246913580246914,1,NA
"317","numerals-nucl1692-1","Geji (Gyazi), Nigeria","nucl1692","Gyaazi","gyz","Africa",10.34776,9.64965,"Afro-Asiatic","decimal","Eugene Chan","Geji has developed a decimal counting system now. For phonetic completeness, the first vowel is nasalized in nitgi (7) and zabəl (100). Please note the following differences between traditional phonemic inventory and IPA transcriptionsː 1. tl = voiceless lateral fricative = IPA [ɬ] 2. zh = voiced post-alveolar fricative = IPA [ʒ] 3. c = voiceless affricate ( English /ch/ ) = IPA [tʃ] 4. a̠ = schwa = IPA [ə] 5. y = IPA [j] Tones are referred to Charles H. Kraft (2007).",0.246913580246914,1,NA
"318","numerals-nucl1695-1","Bole, Nigeria","nucl1695","Bole","bol","Africa",11.4839,11.2322,"Afro-Asiatic","","Eugene Chan","Bole number 1000' is borrowed from Hausa.",0.246913580246914,1,NA
"319","numerals-nucl1696-1","Po Tangale, Nigeria","nucl1696","Tangale","tan","Africa",9.75444,11.3228,"Afro-Asiatic","decimal","Eugene Chan","Tangale has a decimal system. Thousand is a loan from Hausa.",0.246913580246914,1,NA
"320","googleuninum-orm","Oromo","nucl1736","Nuclear Oromo","","",NA,NA,"Afro-Asiatic","","","",0.679012345679012,1,NA
"321","barlowpacific-nucl1806-1","Unidentified (Malay dialect from Sumatra?)","nucl1806","Nuclear Malayic","","",-3.231052342,108.0641382,"Austronesian","","","",0.172839506172839,0.758620689655172,NA
"322","barlowpacific-nunu1252-1","Ceram [various languages of Seram island]","nunu1252","Nunusaku","","",-3.265846684,128.3099055,"Austronesian","","","",0.0493827160493827,0.275862068965517,NA
"323","numerals-nyam1285-1","Nyam, Nigeria","nyam1285","Nyam","nmi","Africa",9.18024,10.83652,"Afro-Asiatic","vigesimal","Eugene Chan","Nyam has a vigesimal system with special construction for numbers 6 to 9. The word for 'ten' is etymologically derived from 'ear' and the word for 'twenty' means 'body', but there is another word 'kɔ̀' in construction of tens after 60, which etymologically means 'head'.",0.246913580246914,1,NA
"324","numerals-nyem1238-1","Nyemba (Nganela), Angola","nyem1238","Nyemba","nba","Africa",-15.709,18.2515,"Atlantic-Congo","decimal","Eugene Chan","Nyemba or Nganela has a decimal numeral system with special forms for numbers 7 and 8.",0.246913580246914,1,NA
"325","numerals-nzan1240-1","Nzanyi, Nigeria, Cameroon","nzan1240","Nzanyi","nja","Africa",10.0666,13.3343,"Afro-Asiatic","decimal","Eugene Chan","Nzanyi has a decimal system. There are some missing terms.",0.160493827160494,0.620689655172414,NA
"326","numerals-ogbi1239-1","Ogbia, Bayelsa state, Nigeria","ogbi1239","Ogbia","ogb","Africa",4.75352,6.34034,"Atlantic-Congo","mixed","Enock Appiah Tieku","Note: 1. Numbers 2 and 3 have long phonetic vowels. 2. 'no' and 'ni' are connectives. 3. During fast speech , the vowels get elided so for example we can have súβ nì ìɲə̀ becomes súβ nìɲə̀. This happens when there are adjacent vowels.",0.259259259259259,1,NA
"327","numerals-ogbr1243-1","Ogbronuagum (Bukuma), Nigeria","ogbr1243","Ogbronuagum","ogu","Africa",4.74842,6.9058,"Atlantic-Congo","vigesimal","Enock Appiah Tieku","Ogbronuagum has a vigesimal numeral system.",0.246913580246914,1,NA
"328","numerals-ogee1238-1","Òɡè, Àkókó, Ondo State, Nigeria","ogee1238","Òge","","Africa",NA,NA,"Atlantic-Congo","mixed","Enock Appiah Tieku","10, 20, 40, 60, 80 and 100 are atoms. 30=20+10, 50=40+10, 70=60+10, 90=80+10; Òɡè or Òwèn-Òɡè has a vigesimal system of counting. Òɡè is a member of the Defoid sub-group of the Niger-Congo family (Brown and Ogilivie eds. 2009). The language is spoken by the Ògè people in Ògè in Òkè-Agbè, Àkókó North-west of Ondo state in Nigeria. Ògè shares boundary with Ò̩wò̩n-Àfá, Ò̩wò̩n-Ìdò, Ò̩wò̩n-Àjè, Òmuò-Èkìtì and Oyin. Ò̩wò̩n-Ògè occupies an area of about Twenty-two square kilometres, with an estimated population which ranges between 25,000 to 30,000 as part of Òkè-Àgbè put together at 60,000 to 70,000. The kingdom is structured into Quarters headed by respective Chiefs responsible to the Oba. Based on Capo’s (1989) classification, Ámgbe is a name proposed for the Northern Akokoid speech forms spoken in Arigidi, Oyín, Urò, Ìgáshí, and all of the four quarters in Òkè-Àgbè of which Ògè is one. Notes: 1ː For number 21 [úgbɔ́rɔrɛ̀ɔlɔ]=20+1. just like we have it in Yoruba, where we have Ení for 1 in counting and we have Ẹyọ̀kan or Ọ̀ọ̀kan as the the case may be for one in some other cases. In this case in Ògè, úgbọ́rọékán is not appropriate. 2ː For the earlier versions of 70 [iyèrɛorĩ́da] and 90 [iyèrɛòrĩnɛ́] is something like 20 x 3+ 10=70 and 20 x 4+10=90. But the ones given now are the most appropriate.",0.259259259259259,1,NA
